brush_teeth,climb_stairs,comb_hair,descend_stairs,drink_glass,eat_meat,eat_soup,getup_bed,liedown_bed,pour_water,sitdown_chair,standup_chair,use_telephone,walk
0.09841334,0.24641761,0.0014100075,-0.1958286,0.0492756,0.016129082,0.2859879,0.038293213,0.7652767,-0.23742181,-0.1569975,0.06441468,0.272542,0.39176
0.10370034,0.27645093,0.0015549958,-0.120116696,-0.18264182,-0.107784614,-0.48925143,-0.21264805,-0.13953061,0.26012582,-0.13074932,-0.1538493,-0.2441455,0.021284
0.24088334,0.60291666,0.577425,0.7693093,0.24143131,0.4234758,0.39656764,0.14886367,0.43148494,0.15915175,-0.2280168,0.02362404,-0.117709994,-0.31356
0.59328,0.76833904,0.39457,0.65268064,0.2511036,-0.067745715,0.13904814,0.24784651,0.58431584,0.11976361,-0.2995443,-0.10296331,0.232135,0.51621
0.30361,-0.4297755,0.46437,-0.48501092,-0.70446754,-0.16518085,-0.3173643,-0.23371261,-0.17463535,-0.43252772,-0.65792763,-0.34228924,-0.003287,-0.15995
-0.22735001,-0.2623368,-0.254995,-0.16726117,-0.4390617,-0.5500869,-0.1127247,-0.0749496,-0.6967878,-0.14895079,-0.11037511,-0.01796189,-0.067365006,-0.37782
-0.29466435,-0.13762155,-0.2189835,-0.040726952,-0.6604917,-0.20553389,0.050403543,-0.1972641,0.16512144,0.05610332,0.23336612,0.0841929,0.4011375,0.47568
0.36459336,0.38301453,0.448705,0.5639931,0.11506573,-0.08847961,0.24686642,0.0504966,0.2066856,0.05737182,-0.2575221,0.6798825,0.354025,0.03854
0.0035543342,0.160644,0.52985,0.2757777,-0.56450135,-0.019377597,-0.2550306,-0.21115711,-0.5455263,-0.16914019,-0.3305115,-0.0020361096,-0.062145002,0.090532
-0.28755668,-0.58009714,-0.1535525,-0.3973233,0.08700781,0.47506142,0.34749663,-0.081193194,0.3447048,-0.21745022,-0.0055862404,0.060479097,0.22889,-0.10907
0.1517,-0.33763292,0.06894,0.41962472,0.26748282,0.3191463,0.08001642,-0.38140744,-0.089898616,0.24456432,-0.21089971,-0.13986193,0.1118135,0.20878
-0.08124999,0.32618853,-0.33043498,-0.23854712,-0.23869562,0.34630862,0.003577195,0.028706701,0.22290775,-0.49071664,0.36512852,0.26717132,0.047065,0.030322
0.30806333,-0.51819575,0.21016355,-0.2716593,-0.59137654,-0.0283041,-0.22982189,-0.0859683,-0.5789883,0.0073688924,-0.028233813,0.32132992,0.148138,-0.11313
0.4984367,-0.2743752,0.486615,-0.3913536,0.03169287,-0.0823845,-0.2976039,-0.008566141,-0.090043806,0.28771612,-0.15461576,0.13773784,0.30370998,-0.19369
0.12406,0.5394477,0.04502999,0.5590959,0.02043359,-0.41600132,-0.45138395,0.01464969,0.11469974,-0.3030258,-0.1374219,0.1164933,0.3231705,0.44663
0.101166666,-0.3607659,-0.274445,-0.015786543,-0.37948024,-0.081028864,-0.23177552,-0.0162756,-0.31361222,0.1747152,0.29732245,0.007881392,0.266737,-0.3041
-0.44527665,-0.048878945,-0.224832,-0.024472803,0.2848131,0.411514,0.506554,0.1409826,-0.2799456,0.46457732,-0.43405032,-0.22756274,0.018754996,0.41296
-0.009914995,-0.057116404,-0.30532,0.024353996,-0.14307812,0.7665867,0.23754391,-0.052788127,-0.020764261,-0.1784805,0.26549426,0.11844031,0.16007,0.0090957
-0.056388665,0.051027708,-0.03648,0.2741343,-0.3888324,-0.32263142,0.04410417,-0.24112771,0.11574751,-0.38162524,0.38650924,0.5061738,-0.16131799,0.37562
-0.13745067,-0.5897167,-0.41055,-0.44319662,-0.23560351,-0.11091037,-0.27705482,0.3623565,-0.067161605,-0.79890037,-0.32147944,-0.48875973,-0.1125295,-0.73455
-0.29479334,-0.2691556,-0.666395,0.05291781,0.16699651,0.104236454,-0.031863347,-0.3420186,-0.25620067,0.12655237,0.03135001,-0.10631809,0.018979996,-0.20556
0.17963,-0.10928611,0.400795,-0.081684895,0.0540078,0.0506319,0.2344947,0.0942711,-0.47799775,0.17330939,0.003602611,0.14993319,-0.03990999,0.0077919
0.20367567,0.2911491,0.28991002,-0.0862257,-0.012677278,-0.055129476,-0.1451891,0.20880488,0.40612507,0.14559798,0.039250202,0.17234582,-0.042216998,-0.27033
-0.15015668,0.10196512,-0.21792999,0.18996121,0.10537957,-0.07402098,-0.46474168,0.15469411,0.49990714,-0.3108468,-0.32684523,-0.2283732,0.20299,-0.18078
0.09224666,-0.21153,0.055996448,-0.14077273,0.35712934,-0.026105642,0.2085402,-0.056118514,-0.32320845,0.095590316,-0.0599643,0.2455695,-0.3356515,-0.33376
0.07944033,0.06963991,0.289172,0.010882083,-0.30292812,-0.68859446,-0.41724873,0.19006416,0.43596303,-0.21017833,-0.068673,-0.0028247982,0.239615,-0.44987
-0.24878998,0.1849617,0.17513905,0.24682352,-0.19449872,-0.21580681,-0.204765,0.24753962,0.009028804,-0.7024084,0.2712204,0.2659536,-0.56288004,-0.31863
-0.15151,0.56531644,0.0934915,0.317856,-0.1423884,0.2324157,0.13620289,0.17865343,0.42482683,-0.20471881,-0.2218326,0.0135168135,0.164783,0.27822
-0.18598467,0.0063194986,-0.014095001,0.17867784,0.015634079,-0.59388125,0.086314805,-0.614856,-0.49684805,-0.08221224,-0.3841002,-0.16483831,0.42835,0.046185
0.09256333,0.3471468,0.024634998,0.53878444,-0.4270662,-0.16047142,-0.6178184,-0.2005288,-0.06036657,-0.78706324,-0.027129302,0.08866176,0.030760502,0.092924
0.15742233,0.70538163,-0.178277,0.2347257,0.103213444,-0.19055851,-0.07094142,-0.10454732,0.1236873,-0.1574133,0.2605383,0.071516946,-0.252515,0.37809
0.16739242,-0.031518303,0.1574745,0.03369828,0.12120043,-0.2618131,-0.025020933,-0.30911762,0.14547786,-0.2833479,-0.0146404505,0.5579353,0.318595,-0.027198
0.3566967,0.087403804,0.144136,-0.02502324,0.27709442,-0.07991742,-0.24159962,0.2219151,-0.20473135,-0.069795,0.23876853,0.39446914,-0.1197,-0.3315
-0.09990734,0.2284062,0.020744998,0.24255002,0.034482032,0.11926497,-0.26674926,-0.061488897,0.1550769,0.053711794,-0.08638807,-0.00064218044,0.133793,-0.24539
-0.31803,-0.18805711,-0.45259,-0.34878692,-0.008304121,-0.18406212,-0.20922133,-0.1268949,-0.05265527,-0.42529365,0.11361306,-0.34116653,0.3198365,0.18753
-0.278079,-0.1570041,0.43923,-0.06274356,0.36117646,-0.027789962,-0.1555158,-0.0469062,-0.1020558,0.20579262,-0.69439924,-0.3063456,-0.290185,-0.52713
-0.05239001,-0.64000535,-0.258845,-0.3107643,0.3964554,-0.36514497,0.1989834,-0.0787908,-0.52461815,0.1890372,0.054495215,0.18590781,-0.30049002,0.18665
0.004729668,0.11860828,0.127485,0.4354545,-0.24834152,0.1946868,0.22193822,0.16984378,0.03513916,0.102349505,0.15973286,-0.26254833,0.22031999,-0.29554
0.28396067,0.055862397,0.691665,0.47967482,0.15244746,-0.5304948,-0.24816,0.21490195,0.76974815,0.062032744,-0.42894062,-0.0168069,0.17806,0.25071
0.111549996,0.03767577,0.27284002,0.23527451,0.06801234,0.19652161,0.019099083,-0.055605,-0.69795,0.84915406,0.26259917,0.07080975,-0.54253,-0.05441
0.005845666,-0.54036176,0.76149,-0.21549,-0.059105307,0.06978444,-0.041022312,-0.30342183,-0.045182936,0.14929959,0.14225113,0.3289143,-0.060785,-0.14392
0.19356334,0.49921083,-0.118690014,0.1713822,0.19077994,-0.16974871,-0.46818748,0.46658504,0.26027432,0.34704813,0.060924605,0.39669633,-0.18681,0.1909
-0.54013664,-0.29143292,-0.2375545,-0.34428573,-0.4520868,0.10548088,0.16942169,0.0338613,-0.40263632,-0.22273879,0.2674264,-0.1919204,-0.16313,-0.59161
0.023396336,0.040804505,-0.363365,0.04981351,-0.010065004,-0.8828556,-0.255189,0.12291752,0.08653172,-0.5066028,-0.15395424,-0.46875447,-0.104815,-0.2158
0.035776008,-0.0037970464,0.107953,0.18008609,0.13629133,-0.36245024,-0.01707882,0.31893313,-0.003810184,0.42358273,0.3784737,0.26218832,-0.016594991,0.038562
-0.28223336,-0.5703753,-0.018849999,-0.22436371,0.1517472,-0.060437195,-0.380458,-0.2999634,-0.298782,-0.113945715,-0.119735554,-0.17642955,0.158215,-0.42256
0.17332734,0.20541182,0.469885,0.17556,-0.0700095,0.029406888,-0.08764075,-0.044484004,1.0141758,-0.1345905,0.046908185,-0.030285422,0.38884,0.84848
-0.314055,-0.2912283,0.024259992,-0.3590103,0.056074265,0.32451147,-0.08961877,0.06744804,0.21235172,-0.0671418,-0.27351788,0.16474855,-0.1283135,-0.55674
-0.46909666,0.2778303,-0.532785,0.14108491,-0.67500186,-0.36539912,-0.21898471,0.200178,-0.4165458,0.1588026,0.31222624,-0.042506643,-0.38833,-0.1252
0.14585365,0.07802058,0.058897503,0.23598433,0.074747644,0.53000474,0.58512795,-0.2893902,0.14489639,0.0058634393,-0.2347805,-0.6395038,0.410815,-0.40231
0.034506995,-0.50560623,0.031693,-0.31157285,0.15405622,0.26680106,-0.0077081397,-0.1714482,-0.67090327,0.015355891,-0.24646051,-0.2592909,-0.195095,-0.63444
-0.057563335,-0.1772386,0.45783502,0.0049630585,-0.26997894,0.48889834,0.25287572,0.18605433,-0.91819835,-0.4597791,0.21251966,0.050459974,-0.26639998,-0.13675
-0.19509967,-0.1591689,-0.21415101,-0.0962214,-0.2575155,-0.69419134,-0.27053732,-0.24070531,-0.17841187,-0.4023525,0.052598685,-0.26171246,-0.11662305,-0.31503
-0.18358433,-0.45786512,-0.32055,-0.018635102,-0.18252037,-0.22566721,-0.7749193,0.26920742,-0.6286236,-0.095657766,-0.01510476,-0.35214102,-0.13662499,-0.15233
0.008916333,0.20184451,0.190538,-0.1946505,-0.1373658,0.015224649,-0.33115262,0.47489312,-0.11338411,-0.7082823,0.007821001,-0.06994086,0.55228996,-0.012181
0.50495,-0.011767471,0.35874,0.01416195,0.07009299,0.031838402,-0.029218197,-0.30900213,1.0627617,0.026458146,0.1853115,0.3734511,0.15354,0.61256
-0.66617334,0.010774501,-0.512475,-0.22638991,-0.2912336,-0.40524334,-0.80755293,-0.332706,0.20631601,-0.46357283,-0.055401064,-0.023278862,-0.30374,0.19518
0.66207,-0.2972277,0.59729,-0.4101669,0.061133165,0.18822542,0.10954152,-0.31407654,-0.2060233,0.46347845,-0.1340493,-0.47691274,-0.14292799,0.047791
-0.29286334,-0.33611822,-0.201258,-0.4139718,-0.1591524,0.2577927,0.122615464,0.1488465,0.019724093,0.2549712,-0.22303478,-0.1118908,-0.00759395,-0.0017758
0.078666665,0.16645533,-0.24699299,-0.2790777,-0.3175755,-0.29986477,-0.11596894,-0.0166056,-0.2683494,-0.33208233,0.4230699,0.5592807,0.069235004,-0.067549
-0.11938667,-0.11934285,0.13351999,0.024531212,-0.73505193,-0.7906668,-0.25654268,-0.032112308,-0.29152927,-0.07887792,-0.62560415,0.04768832,0.213466,-0.68897
-0.27239966,-0.523248,-0.0236185,-0.2660064,0.109444514,-0.2050257,-0.000709489,-0.3471468,-0.35904664,0.07243171,-0.17322361,0.2994618,-0.14866,-0.24067
-0.09602333,0.053299293,0.095658004,-0.17759512,0.2328348,0.24697861,0.5163312,0.14761361,0.09725496,-0.008164197,0.16095753,-0.44661874,0.162405,0.15796
0.23288667,0.27425972,0.03520999,0.2982969,0.11812483,0.59157777,0.4833774,0.63069606,0.555126,0.48771167,-0.39794374,-0.30215132,-0.580715,-0.19025
-0.50294334,-0.1757283,0.02356165,-0.39104673,-0.44320983,-0.2243901,-0.14917189,-0.18671401,-0.17043181,-0.29381883,0.19847323,0.041178063,-0.329415,0.034052
0.10425317,-0.12782879,0.137815,-0.123142794,0.07709559,0.35711908,-0.07392693,0.06672601,-0.073360324,-0.31257504,-0.046518784,-0.34583342,-0.135605,0.20976
-0.4252533,0.0720456,-0.502075,0.20590681,0.48059222,0.04295478,0.3718968,-0.05068998,-0.07430279,0.12466675,-0.085325465,-0.049554978,0.139001,0.60278
-0.23119934,-0.20477954,0.2084575,-0.1423508,-0.0070059,0.107717276,0.4217928,-0.17579022,-0.2907495,0.58779275,-0.38529813,-0.29932654,-0.033549994,-0.033191
-0.013578668,0.3387879,0.2897375,0.5513805,-0.17569861,0.102070324,-0.117842995,-0.037395597,-0.5959206,-0.42690122,-0.0314853,0.5031147,-0.23746449,-0.14667
-0.1481,-0.42629403,-0.3208675,-0.221826,-0.12059422,0.19710243,0.45262802,0.3431868,-0.21778022,0.2512564,0.0417914,0.16131061,-0.26929,-0.21056
0.30349335,-0.03784605,0.383375,-0.11564686,0.40990952,0.11684311,0.21388292,0.513645,-0.15341702,-0.0994521,0.2933535,0.14148882,0.22488,-0.0062624
0.05447665,0.9760674,0.1636085,0.5225418,0.4057284,0.30266115,0.6257444,-0.31723592,0.5748465,0.5191956,-0.23426041,-0.434478,-0.031330004,-0.11137
0.26803067,0.064339444,-0.18998699,0.121393144,0.39134836,0.53599596,-0.16918772,-0.32866684,0.18206035,0.27023044,-0.20835476,0.058741983,0.0499504,-0.11028
0.44667602,0.5908815,-0.048465002,0.38492852,0.12541386,0.086951375,0.253245,-0.1532817,0.31291592,0.5577165,-0.13436677,-0.52401364,-0.10057999,0.32331
-0.12613668,0.596013,0.07076499,0.6104934,-0.24135213,-0.005138099,0.21511713,-0.080508254,0.18722883,-0.10855219,-0.024852306,0.07596271,0.19678,0.23903
0.155727,0.17476141,0.13283,0.30843782,0.36503515,0.10006854,-0.2336037,0.1363923,0.24329913,-0.3873517,0.11260261,-0.184998,-0.05435,-0.05826
0.09557,-0.24019381,-0.34543002,-0.045675963,-0.1017093,-0.01242691,-0.042906374,-0.12582439,-0.092994004,0.088896066,-0.44571647,0.093899526,0.1758805,-0.18833
0.30382332,0.3099545,0.3856,0.14950848,-0.22596486,-0.07528753,-0.15471259,0.08113578,-0.08214624,-0.32857507,0.21536262,0.38744313,0.22454,-0.54047
0.34978637,-0.1853214,0.1510835,-0.5069856,-0.43270922,0.22972292,-0.42745233,-0.26167879,-0.3825426,-0.71083325,0.07532582,-0.33285782,0.17570001,-0.34628
-0.09156233,-0.0971949,-0.076377,-0.46034014,0.15614215,0.5531856,0.5256901,0.011718037,0.031032216,-0.00044550747,-0.06758301,0.225721,-0.254336,-0.17453
0.529,-0.2764476,0.39269,-0.3038376,0.311982,0.36925682,0.1723722,0.27324662,0.60696906,0.3105762,0.1952874,0.170082,-0.097752996,0.016625
0.30348334,-0.19654998,0.358946,-0.029131085,-0.020950217,0.3732069,0.6650853,0.127809,-0.39093125,0.1818234,0.1509554,-0.1401906,-0.1889545,-0.39639
0.034375243,0.10215151,-0.192435,-0.4489947,0.31917107,0.22910976,0.21242695,0.1449591,0.036772564,-0.30359834,-0.16680181,-0.11754601,0.288835,-0.11963
-0.60757,0.46822384,-0.39305001,0.3600498,-0.0389499,-0.63911104,-0.49179903,0.16641572,0.44087017,0.1161237,-0.17378065,-0.37750944,0.138182,0.63828
0.28049335,-0.5135064,0.39545,-0.30585063,-0.47612733,-0.397815,-0.4783944,0.10864261,-1.4988799,-0.23198935,-0.24680701,0.3004122,-0.49712998,-0.52044
0.39563,-0.2071938,0.06547,-0.07513968,-0.061114676,0.06206211,0.61529857,-0.5324161,0.19165015,-0.12059388,0.11236679,-0.23588732,0.28172,-0.48737
-0.00218,-0.075311616,0.375035,0.16684306,0.0022142977,0.048856497,0.1777809,-0.1828718,0.0717232,-0.037867516,-0.16786508,-0.27859327,0.0477675,-0.41106
-0.013226668,0.019210292,0.138435,-0.009443939,0.09034081,-0.21931735,0.31107187,0.3782097,-0.053481117,0.44326264,0.17237122,-0.036212552,-0.29933,0.31671
0.07367023,0.08728632,0.043735,0.03617203,0.36203182,0.0070619993,0.35968682,0.22064295,-0.03123813,0.40689862,-0.10631412,-0.089552104,0.09607349,-0.10307
-0.12672767,0.146454,-0.211835,-0.10898185,0.19471979,-0.40750748,-0.32533085,0.1570272,-0.36412203,0.2144736,0.40820011,0.2858691,-0.13964999,-0.023991
-0.2331992,-0.10967458,-0.15040001,-0.3870075,-0.0345048,-1.007391,-1.0010682,-0.25113428,-0.1746007,0.29436,-0.13952069,0.1298055,0.33975,-0.071623
0.045770004,0.14083742,0.44665003,0.21822241,0.41920564,0.46535283,0.5267922,0.28060892,0.818928,0.20158382,-0.0384681,-0.10345169,0.03922,0.092601
-0.10593667,-0.034871105,-0.17694002,-0.087552294,0.42239672,0.1418393,0.031911016,-0.15935041,-0.28433463,0.012153905,0.32458803,0.2945646,0.25904799,0.29489
-0.21898134,-0.3156945,-0.538445,-0.27171212,-0.046009265,0.09982223,0.1623864,-0.41313696,-0.018186964,-0.31983602,0.1828464,0.0884004,0.46759653,-0.060503
-0.56998336,0.44992533,0.081481,0.87673414,0.18970908,0.1549614,-0.1825692,-0.39624423,0.81331795,0.1634556,-0.61028224,-0.077523604,-0.192533,0.35933
